Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1355;Bernard;Kregiel;Politechnika Informatyczno-Elektroniczna;Rzeszow;I;2289
1356;Malgorzata;Cichawa;Uniwersytet Krolewski;Dlugopole-Zdroj;II;1949
1357;Danuta;Pietruszka;Uniwersytet Ekonomiczny;Istebna;I;918
1358;Andrzej;Korzeniewski;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;3116
1359;Zofia;Bakus;Uniwersytet Krolewski;Kielce;II;945
1360;Miron;Symanski;Uniwersytet Ekonomiczny;Nowy Targ;V;3075
1361;Witold;Kornacki;Politechnika Krolewska;Mikolow;I;2770
1362;Mikolaj;Grochalski;Akademia Sztuk Pieknych;Tarnobrzeg;I;1047
1363;Marcin;Walczak;Uniwersytet Krolewski;Wadowice;V;2063
1364;Jacek;Rynkiewicz;Politechnika Krolewska;Sanok;I;1578
1365;Marcin;Janeczek;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;628
1366;Halina;Bajerek;Politechnika Krolewska;Bielsko - Biala;I;2047
1367;Dominik;Zelechowski;Uniwersytet Pedagogiczny;Pilica;I;2926
1368;Antoni;Buchalterz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;III;1308
1369;Joanna;Majeczek;Politechnika Informatyczno-Elektroniczna;Gliwice;I;3060
1370;Patrycja;Majka;Uniwersytet Sportu i Turystyki;Swietochlowice;I;783
1371;Bronislawa;Zwozniak;Politechnika Informatyczno-Elektroniczna;Tworog;III;2009
1372;Lukasz;Ostrobramski;Politechnika Informatyczno-Elektroniczna;Tarnow;II;2376
1373;Piotr;Baranski;Politechnika Informatyczno-Elektroniczna;Krosno;I;2861
1374;Barbara;Kaczmarek;Politechnika Informatyczno-Elektroniczna;Krosno;II;2792
1375;Adam;Warka;Politechnika Krolewska;Rzeszow;II;1217
1376;Ewa;Pustelnik;Akademia Sztuk Pieknych;Trzebinia;I;1449
1377;Jerzy;Soplica;Uniwersytet Ekonomiczny;Dobre Miasto;I;2472
1378;Wojciech;Kaminski;Uniwersytet Krolewski;Trzebinia;V;587
1379;Boguslawa;Sawicka;Uniwersytet Ekonomiczny;Bielsko - Biala;V;2168
1380;Wincenty;Pohorecki;Uniwersytet Muzyczny;Pyrzowice;II;1619
1381;Maciej;Proniewicz;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;III;1252
1382;Wislawa;Slonina;Politechnika Krolewska;Krapkowice;IV;2012
1383;Danuta;Krak;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;2171
1384;Janusz;Wrobel;Uniwersytet Krolewski;Swietochlowice;V;3234
1385;Marek;Poludniak;Uniwersytet Rolniczy;Piechowice;V;1569
1386;Hanna;Karska;Uniwersytet Krolewski;Pulawy;I;1912
1387;Patrycja;Dona;Politechnika Krolewska;Sosnicowice;I;2571
1388;Szymon;Kulik;Akademia Sztuk Pieknych;Bochnia;I;834
1389;Sonia;Kozubik;Uniwersytet Krolewski;Ustron;I;768
1390;Mikolaj;Mela;Uniwersytet Krolewski;Limanowa;III;2192
1391;Ewelina;Rykala;Politechnika Krolewska;Gieraltowice;I;1236
1392;Jedrzej;Banas;Uniwersytet Krolewski;Krzeszowice;V;2002
1393;Beata;Myrcik;Uniwersytet Krolewski;Sosnowiec;III;2330
1394;Anna;Ostrowska;Uniwersytet Krolewski;Kielce;I;622
1395;Henryka;Blizna;Uniwersytet Pedagogiczny;Swietochlowice;II;3006
1396;Cecylia;Jaskolska;Akademia Sztuk Pieknych;Koscian;III;3050
1397;Piotr;Siudut;Uniwersytet Krolewski;Ledziny;I;2195
1398;Arnold;Bandera;Uniwersytet Rolniczy;Kielce;I;500
1399;Janusz;Slomski;Politechnika Krolewska;Kepice;III;2778
1400;Alicja;Gorniak;Wyzsza Szko³a Techniczna;Gorki Male;I;658
1401;Lukasz;Bajor;Politechnika Informatyczno-Elektroniczna;Warszawa;I;1527
1402;Grzegorz;Zaba;Uniwersytet Krolewski;Opole;III;1006
1403;Patryk;Zychowicz;Politechnika Informatyczno-Elektroniczna;Sanok;I;2391
1404;Malgorzata;Bedka;Politechnika Informatyczno-Elektroniczna;Ustron;II;2494
1405;Zygmunt;Augustyniak;Uniwersytet Sportu i Turystyki;Deblin;II;2006
1406;Adam;Grzmot;Politechnika Informatyczno-Elektroniczna;Oswiecim;V;890
1407;Jolanta;Guryn;Politechnika Informatyczno-Elektroniczna;Mikolow;I;2391
1408;Joanna;Warzecha;Politechnika Informatyczno-Elektroniczna;Czestochowa;III;833
1409;Alina;Nowak;Politechnika Krolewska;Ciechocinek;I;1234
1410;Piotr;Papier;Politechnika Informatyczno-Elektroniczna;Rajcza;I;987
1411;Patrycja;Fleisch;Uniwersytet Pedagogiczny;Bytom;I;585
1412;Adam;Cichowas;Uniwersytet Krolewski;Karniewo;I;2865
1413;Dominika;Kierat;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1493
1414;Piotr;Targosz;Politechnika Krolewska;Chalupki;I;2597
1415;Michal;Szmigin;Uniwersytet Krolewski;Swietochlowice;III;3126
1416;Antoni;Graczyk;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;2209
1417;Malgorzata;Balinska;Politechnika Informatyczno-Elektroniczna;Elblag;I;1709
1418;Justyna;Sliwinska;Politechnika Informatyczno-Elektroniczna;Kielce;I;2818
1419;Witold;Kowal;Politechnika Krolewska;Tarnobrzeg;II;2591
1420;Beata;Rejkowicz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;1822
1421;Marta;Bajerka;Uniwersytet Krolewski;Slawkow;I;2757
1422;Karolina;Krynicka;Uniwersytet Krolewski;Raciborz;I;962
1423;Zofia;Cybulska;Politechnika Krolewska;Koniakow;II;2100
1424;Kacper;Gajdemski;Uniwersytet Krolewski;Przemysl;III;2793
1425;Adam;Prokop;Politechnika Informatyczno-Elektroniczna;Gubin;I;898
1426;Kleopatra;Janska;Uniwersytet Krolewski;Tarnobrzeg;I;724
1427;Jadwiga;Balcerowska;Uniwersytet Krolewski;Szczyrk;I;1158
1428;Joanna;Podczasiak;Uniwersytet Ekonomiczny;Dlugopole-Zdroj;I;921
1429;Hanna;Cabaj;Uniwersytet Krolewski;Katowice;V;2281
1430;Katarzyna;Komar;Uniwersytet Krolewski;Oswiecim;I;2969
1431;Pawel;Zmelty;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;397
1432;Adam;Kral;Politechnika Krolewska;Siewierz;I;2164
1433;Kajetan;Szczepanski;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;IV;2369
1434;Adrian;Badera;Uniwersytet Pedagogiczny;Slawkow;I;2481
1435;Adelajda;Czerwinska;Uniwersytet Krolewski;Tarnobrzeg;III;2940
1436;Alina;Miekus;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;896
1437;Lidia;Sroda;Politechnika Informatyczno-Elektroniczna;Wadowice;IV;1577
1438;Alicja;Danek;Uniwersytet Krolewski;Tarnow;I;787
1439;Danuta;Muniak;Uniwersytet Krolewski;Myslowice;I;1924
1440;Natalia;Zawalinska;Politechnika Informatyczno-Elektroniczna;Ledziny;I;1082
1441;Emila;Florek;Uniwersytet Krolewski;Piwniczna-Zdroj;I;2316
1442;Adam;Lewik;Politechnika Krolewska;Bielsko - Biala;IV;2728
1443;Jadwiga;Duzy;Politechnika Informatyczno-Elektroniczna;Walce;I;2256
1444;Kacper;Billa;Uniwersytet Ekonomiczny;Katowice;IV;2354
1445;Jan;Witaszczyk;Uniwersytet Krolewski;Zory;V;973
1446;Michal;Katon;Uniwersytet Krolewski;Sosnicowice;IV;689
1447;Janusz;Rys;Politechnika Informatyczno-Elektroniczna;Debowiec;V;1216
1448;Celina;Bednarska;Politechnika Krolewska;Zamosc;I;1264
1449;Jan;Majewski;Politechnika Informatyczno-Elektroniczna;Czestochowa;I;2899
1450;Janina;Witarek;Akademia Sztuk Pieknych;Miedzyrzecz;I;1863
1451;Karolina;Rogowska;Uniwersytet Pedagogiczny;Oborniki;I;3050
1452;Oskar;Ploszaj;Uniwersytet Krolewski;Kleszczow;II;1257
1453;Anna;Marciniak;Uniwersytet Krolewski;Jedrzejow;V;3038
1454;Arkadiusz;Pyzikowski;Uniwersytet Krolewski;Slawkow;III;2036
1455;Marcin;Szumowski;Politechnika Informatyczno-Elektroniczna;Deblin;I;1310
1456;Anastazja;Czarnecka;Uniwersytet Krolewski;Katowice;II;1700
1457;Leszek;Bareczek;Akademia Sztuk Pieknych;Nowy Targ;I;2922
1458;Beata;Pogonska;Akademia Sztuk Pieknych;Kobylin-Borzymy;IV;2983
1459;Klaudia;Dziarska;Uniwersytet Ekonomiczny;Lubaczow;V;1945
1460;Zofia;Mazowiecka;Uniwersytet Rolniczy;Ruda Slaska;II;1965
1461;Rafal;Radwan;Politechnika Informatyczno-Elektroniczna;Gieblo;IV;2914
1462;Karolina;Dabrowka;Politechnika Krolewska;Poraj;I;2145
1463;Kinga;Winkler;Uniwersytet Krolewski;Tworog;I;2655
1464;Brygida;Molikiewicz;Politechnika Krolewska;Tworog;I;725
1465;Adam;Wojtas;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1906
1466;Anna;Balcerek;Akademia Sztuk Pieknych;Tychy;I;1624
1467;Nicola;Oleksza;Politechnika Krolewska;Czestochowa;I;381
1468;Walery;Susel;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;III;2097
1469;Janusz;Tkaczyk;Uniwersytet Krolewski;Myslowice;I;633
1470;Maria;Bujaczka;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;1216
1471;Olgierd;Rokpol;Uniwersytet Ekonomiczny;Ciechanow;I;3348
1472;Adrianna;Wojtas;Politechnika Krolewska;Koniakow;II;2746
1473;Jan;Orlowski;Politechnika Informatyczno-Elektroniczna;Naleczow;I;1314
1474;Marcin;Budzisz;Politechnika Informatyczno-Elektroniczna;Gliwice;I;1837
1475;Adrianna;Tarara;Uniwersytet Ekonomiczny;Katowice;II;3255
1476;Anna;Marchlewska;Uniwersytet Krolewski;Mikolow;I;385
1477;Kamil;Tusinski;Uniwersytet Krolewski;Olszyna;IV;1663
1478;Mateusz;Pyla;Uniwersytet Krolewski;Chalupki;III;2902
1479;Halina;Fido;Politechnika Informatyczno-Elektroniczna;Swietochlowice;IV;3069
1480;Magdalena;Sznyrowska;Politechnika Informatyczno-Elektroniczna;Siemianowice Slaskie;I;1096
1481;Martyn;Milek;Politechnika Krolewska;Jozefow;IV;1363
1482;Janina;Ciechanowicz;Uniwersytet Ekonomiczny;Katowice;I;2829
1483;Alicja;Chrzan;Uniwersytet Rolniczy;Halinow;I;1489
1484;Andrzej;Bawar;Uniwersytet Krolewski;Tworog;I;1189
1485;Patryk;Barcikowski;Politechnika Informatyczno-Elektroniczna;Dabrowa Gornicza;I;2031
1486;Ewelina;Marzec;Politechnika Informatyczno-Elektroniczna;Szczekociny;II;1993
1487;Laura;Ochota;Uniwersytet Krolewski;Wodzislaw Slaski;I;1622
1488;Ewelina;Chojna;Uniwersytet Pedagogiczny;Alwernia;I;355
1489;Zbigniew;Fijas;Politechnika Informatyczno-Elektroniczna;Rajcza;II;2746
1490;Grazyna;Sikorowicz;Politechnika Informatyczno-Elektroniczna;Tychy;I;505
1491;Ireneusz;Szydlak;Politechnika Informatyczno-Elektroniczna;Tychy;II;1971
1492;Malgorzata;Bronicz;Uniwersytet Krolewski;Elk;I;2290
1493;Paulina;Malecka;Wyzsza Szko³a Techniczna;Gieraltowice;I;2037
1494;Krystian;Dunaj;Politechnika Informatyczno-Elektroniczna;Trzebinia;V;2634
1495;Zbigniew;Milion;Uniwersytet Rolniczy;Bytom;II;545
1496;Alan;Nieszporek;Politechnika Informatyczno-Elektroniczna;Myszkow;I;1921
1497;Wanda;Barabasz;Politechnika Krolewska;Tarnow;II;1227
1498;Dawid;Adamek;Politechnika Informatyczno-Elektroniczna;Jaslo;I;1512
1499;Ewa;Malkowska;Politechnika Informatyczno-Elektroniczna;Jezewo;I;1388
1500;Paulina;Andruszewska;Politechnika Informatyczno-Elektroniczna;Naleczow;I;766
1501;Elzbieta;Kosinska;Politechnika Informatyczno-Elektroniczna;Legnica;I;2455
1502;Artur;Biankowski;Uniwersytet Krolewski;Radom;I;577
1503;Malgorzata;Podsiadlo;Politechnika Informatyczno-Elektroniczna;Daszyna;I;1164
1504;Wioletta;Oliwa;Uniwersytet Krolewski;Gubin;III;762
1505;Eustachy;Czyrnek;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;IV;536
1506;Boguslawa;Kowalska;Politechnika Informatyczno-Elektroniczna;Bochnia;III;2453
1507;Antoni;Rutkowski;Uniwersytet Krolewski;Trzebinia;I;3173
1508;Michal;Kowalski;Politechnika Informatyczno-Elektroniczna;Bedzin;V;2706
1509;Agnieszka;Æmiel;Politechnika Krolewska;Sucha Beskidzka;I;2319
1510;Wieslaw;Helski;Politechnika Informatyczno-Elektroniczna;Walce;II;534
1511;Aleksy;Domagalik;Uniwersytet Ekonomiczny;Bialystok;II;1749
1512;Katarzyna;Ogrodniczak;Uniwersytet Pedagogiczny;Warszawa;III;1421
1513;Maciej;Kaminski;Politechnika Informatyczno-Elektroniczna;Dobre Miasto;III;1509
1514;Bronislaw;Chwala;Uniwersytet Krolewski;Trzebinia;I;1032
1515;Jozafat;Marcinkiewicz;Politechnika Informatyczno-Elektroniczna;Gostyn;III;3054
1516;Miron;Mewa;Uniwersytet Krolewski;Klomnice;V;2311
1517;Zofia;Piwowarczyk;Akademia Sztuk Pieknych;Nysa;V;1206
1518;Jakub;Grzybowski;Uniwersytet Pedagogiczny;Kielce;I;2915
1519;Janusz;Kowalonek;Uniwersytet Pedagogiczny;Gliwice;II;1974
1520;Teresa;Wrobel;Politechnika Krolewska;Nowy Sacz;IV;2341
1521;Karolina;Kryniewska;Politechnika Krolewska;Swietochlowice;I;795
1522;Sergiusz;Migdalowski;Uniwersytet Krolewski;Katowice;IV;2008
1523;Tomasz;Gwozdziewicz;Politechnika Informatyczno-Elektroniczna;Grudziadz;II;1995
1524;Ryszard;Lubaszka;Politechnika Informatyczno-Elektroniczna;Zakopane;II;1399
1525;Jakub;Wilinski;Politechnika Informatyczno-Elektroniczna;Swietochlowice;III;1525
1526;Tadeusz;Sienkiewicz;Politechnika Informatyczno-Elektroniczna;Skierniewice;II;3207
1527;Jakub;Hajdukiewicz;Uniwersytet Krolewski;Sosnowiec;I;1627
1528;Ilona;Banasiewicz;Uniwersytet Krolewski;Ogrodzieniec;I;2796
1529;Slawomir;Balcerowski;Politechnika Informatyczno-Elektroniczna;Sosnowiec;II;1236
1530;Tomasz;Witas;Politechnika Informatyczno-Elektroniczna;Wolbrom;II;2728
1531;Slawomir;Kominiarz;Uniwersytet Krolewski;Tarnow;V;1882
1532;Krystyna;Damska;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1502
1533;Jan;Oleksy;Politechnika Krolewska;Ciechocinek;III;3180
1534;Agata;Najowicz;Uniwersytet Krolewski;Prudnik;I;2951
1535;Agata;Rakulska;Uniwersytet Krolewski;Naleczow;I;1824
1536;Wiktor;Buczkowski;Uniwersytet Krolewski;Bielsko - Biala;II;1267
1537;Alicja;Kraus;Politechnika Krolewska;Jaworzno;I;3162
1538;Michal;Polak;Uniwersytet Ekonomiczny;Warszawa;I;1720
1539;Henryk;Barylka;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2909
1540;Barbara;Wolej;Politechnika Krolewska;Nysa;I;1795
1541;Adelajda;Klimczyk;Uniwersytet Krolewski;Siemianowice Slaskie;II;1932
1542;Kamil;Baranowski;Politechnika Informatyczno-Elektroniczna;Gieblo;I;2743
1543;Dawid;Kruk;Politechnika Krolewska;Olkusz;I;810
1544;Anna;Kowalska;Uniwersytet Krolewski;Nysa;I;1612
1545;Robert;Zalewicz;Politechnika Krolewska;Olkusz;II;784
1546;Rafal;Swiderski;Politechnika Krolewska;Katowice;I;1310
1547;Edyta;Rebajn;Uniwersytet Pedagogiczny;Rybnik;I;801
1548;Klara;Sokolowska;Politechnika Krolewska;Sucha Beskidzka;V;557
1549;Barbara;Josiak;Uniwersytet Krolewski;Jaworzynka;I;3281
1550;Beata;Walczak;Uniwersytet Krolewski;Swietochlowice;IV;986
1551;Beata;Rompalska;Uniwersytet Krolewski;Katowice;I;2272
1552;Krystiana;Wolna;Politechnika Informatyczno-Elektroniczna;Mlynarze;III;2215
1553;Anna;Rozalska;Uniwersytet Krolewski;Nysa;I;471
1554;Czeslaw;Kawa;Politechnika Informatyczno-Elektroniczna;Gliwice;I;3138
1555;Dorota;Lichwa;Politechnika Krolewska;Istebna;I;1005
1556;Mateusz;Kozlowski;Akademia Sztuk Pieknych;Gorki Male;I;3332
1557;Mateusz;Ceglarz;Uniwersytet Ekonomiczny;Kepice;I;771
1558;Andrzej;Balicki;Politechnika Informatyczno-Elektroniczna;Mikolajki;I;2463
1559;Halina;Malewska;Uniwersytet Krolewski;Warszawa;V;2999
1560;Bartosz;Pawlik;Akademia Sztuk Pieknych;Zakopane;I;2115
1561;Marek;Majcher;Politechnika Informatyczno-Elektroniczna;Gorzow Wielkopolski;I;3128
1562;Rafal;Wozny;Uniwersytet Krolewski;Sobotka;II;1187
1563;Mieczyslaw;Zuchowski;Politechnika Informatyczno-Elektroniczna;Koniakow;I;1745
1564;Ziemowit;Szczepanski;Akademia Sztuk Pieknych;Zywiec;III;1834
1565;Anna;Pankiewicz;Uniwersytet Krolewski;Nowy Sacz;I;2463
1566;Zbigniew;Ostrowski;Politechnika Informatyczno-Elektroniczna;Tychy;II;2095
1567;Daria;Antonkiewicz;Uniwersytet Krolewski;Strzelce Opolskie;I;848
1568;Renata;Chyla;Politechnika Krolewska;Myszkow;II;3318
1569;Karina;Urban;Uniwersytet Krolewski;Alwernia;II;1392
1570;Anna;Dudek;Akademia Sztuk Pieknych;Zywiec;II;3196
1571;Piotr;Chwalek;Uniwersytet Sportu i Turystyki;Rajcza;I;982
1572;Zygfryd;Lechowski;Politechnika Informatyczno-Elektroniczna;Kleszczow;I;2032
1573;Irena;Calka;Uniwersytet Krolewski;Bielsk Podlaski;I;3103
1574;Karol;Wiercioch;Politechnika Informatyczno-Elektroniczna;Biala Podlaska;III;1875
1575;Tomasz;Cwierz;Uniwersytet Krolewski;Debrzno;IV;666
1576;Adam;Kanarek;Uniwersytet Ekonomiczny;Jelenia Gora;I;1134
1577;Beata;Tyliba;Uniwersytet Krolewski;Torun;IV;3223
1578;Ewa;Bartosz;Akademia Sztuk Pieknych;Raciborz;I;2717
1579;Piotr;Smietanski;Politechnika Informatyczno-Elektroniczna;Jastrzebie-Zdroj;IV;3233
1580;Slawomir;Malcharek;Politechnika Informatyczno-Elektroniczna;Olkusz;II;607
1581;Lechoslaw;Bitwa;Akademia Sztuk Pieknych;Wojkowice;I;1641
1582;Aleksander;Polak;Politechnika Informatyczno-Elektroniczna;Siewierz;I;1516
1583;Janusz;Kmicic;Politechnika Informatyczno-Elektroniczna;Bedzin;I;1121
1584;Cezar;Pawlak;Politechnika Krolewska;Bochnia;I;1693
1585;Mateusz;Symanski;Politechnika Informatyczno-Elektroniczna;Mikolow;V;955
1586;Maria;Kazmierowska;Politechnika Informatyczno-Elektroniczna;Prudnik;I;859
1587;Mateusz;Szwaja;Uniwersytet Sportu i Turystyki;Glubczyce;I;649
1588;Ewa;Laczna;Politechnika Krolewska;Prudnik;V;2539
1589;Irena;Magiera;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;I;1898
1590;Pawel;Jakubowski;Uniwersytet Ekonomiczny;Lodz;II;1145
1591;Karol;Szymanski;Politechnika Informatyczno-Elektroniczna;Kepice;I;2706
1592;Adam;Nieweglowski;Uniwersytet Krolewski;Slawkow;I;2497
1593;Leszek;Kieslowski;Uniwersytet Krolewski;Ciechanow;I;1190
1594;Piotr;Bielawa;Politechnika Krolewska;Przasnysz;I;3047
1595;Konstantyn;Sokolowski;Politechnika Krolewska;Lublin;III;1293
1596;Lech;Balickiewicz;Uniwersytet Krolewski;Kielce;I;2987
1597;Marek;Kwolek;Politechnika Informatyczno-Elektroniczna;Ruda Slaska;I;2982
1598;Anna;Galaszewska;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;3016
1599;Agnieszka;Garbaczyk;Politechnika Informatyczno-Elektroniczna;Gostyn;I;2910
1600;Laura;Cedro;Uniwersytet Krolewski;Przemysl;I;2764
1601;Rita;Pieczenczyk;Politechnika Informatyczno-Elektroniczna;Zywiec;II;2229
1602;Waclawa;Borkowska;Politechnika Krolewska;Szczyrk;I;1683
1603;Adrian;Melnik;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;424
1604;Anna;Czernicka;Politechnika Informatyczno-Elektroniczna;Hrebenne;I;2437
1605;Czeslaw;Balonski;Akademia Sztuk Pieknych;Mikolow;I;629
1606;Agnieszka;Banczak;Politechnika Krolewska;Debica;I;2368
1607;Oskar;Piekarski;Politechnika Krolewska;Pilica;II;401
1608;Wieslaw;Mazurek;Politechnika Krolewska;Radom;II;2574
1609;Walenty;Mondkiewicz;Politechnika Krolewska;Nowy Sacz;III;1793
1610;Mateusz;Felerski;Uniwersytet Krolewski;Gubin;I;2355
1611;Roza;Zawodna;Uniwersytet Pedagogiczny;Gostyn;III;2291
1612;Wladyslawa;Bijak;Politechnika Informatyczno-Elektroniczna;Wadowice;V;1271
1613;Bozena;Chechelska;Uniwersytet Krolewski;Katowice;I;870
1614;Adam;Sasimski;Uniwersytet Pedagogiczny;Siewierz;I;2957
1615;Julianna;Abacka;Politechnika Krolewska;Julianka;IV;2583
1616;Krzysztof;Chojnacki;Uniwersytet Krolewski;Trzebinia;I;2422
